Participant,Level,Label,Pupil Diameter Max,Pupil Diameter Min,Pupil Diameter Mean,Blink Count,Blink Duration Max,Blink Duration Mean,Fixation Count,Fixation Duration Max,Fixation Duration Min,Fixation Duration Mean,Fixation Dispersion Max,Fixation Dispersion Min,Fixation Dispersion Mean,Saccade Count,Saccade Duration Max,Saccade Duration Min,Saccade Duration Mean,Saccade Amplitude Max,Saccade Amplitude Min,Saccade Amplitude Mean,Saccade Peak Velocity Max,Saccade Peak Velocity Min,Saccade Peak Velocity Mean,Saccade Peak Acceleration Max,Saccade Peak Acceleration Min,Saccade Peak Acceleration Mean,Saccade Peak Deceleration Max,Saccade Peak Deceleration Min,Saccade Peak Deceleration Mean,Saccade Direction Max,Saccade Direction Min,Saccade Direction Mean
1030,1,2,-0.6975544646238475,-0.09146111801937115,-0.7745108171544027,0.25383450915202793,-0.5964813107593843,0.10324830023754654,0.4776115379969532,-0.04403335028914092,2.269225449855957,0.14694029129004943,0.7962119978527719,-0.1424810496614465,0.9168984721186063,-0.5404101494221619,-0.5939997126112566,-0.07655140398528004,-0.13647449093965153,0.5149318815229537,3.259659691215952,0.8340435152156297,-0.036792900487107,-0.35158812184651156,-0.14145321179162032,-0.6868844581896981,-0.6332053822333991,-1.0162998478151761,-3.7079502785266474,0.8092937328543672,0.9661019806083931,0.6023533456658394,-0.5599446786974627,-0.09218785354876202
1030,1,2,-0.6975544646238475,-0.9137545243436441,-1.161757582287274,-1.1795838954711886,-1.4262225913802373,-1.8539142405743632,1.110304829337189,0.7683513230373556,-0.19168158718176653,0.5409371359780343,1.4068409170000402,0.5759623260070743,1.2318880538372876,-0.4879749620919339,-0.4407800723246129,8.831248332483671,0.21330995331063232,-0.34756473842149144,-0.6056751513856814,1.998113917260868,-1.0128257608000517,1.107492601454781,0.20201959625827776,-0.9801255244946693,0.34883900920182437,-0.26410398944141517,0.5388551842881069,0.9373968657774729,0.1478580320535163,0.04856358604316303,-0.6336580885096909,-0.12556487379891762
1030,1,3,-0.6975544646238475,-0.5026078211815077,-1.0421302853778691,0.4244795573214584,0.2500224199748624,0.369115519055333,-0.28162041161132984,-0.29475206843645624,-0.19168158718176653,-0.13251028090503097,-0.2389162845502512,-1.073960176813636,0.3072929084537439,0.07133370276383118,-0.4407800723246129,-0.2992463973970038,-0.14963081874733328,0.742433609471333,0.2856811055514735,0.20358699464735625,1.0968178906605066,0.6627956024458124,0.8156243887627025,1.7242098093198595,-1.4309380591129228,0.6664548648986616,-0.3499304337072322,-0.1165045298078888,-0.28192583774562263,0.5871028200460084,-0.6336580885096909,-0.5265624174605131
1030,1,2,-0.6975544646238475,-0.030550549114702622,-0.8139377885633984,-0.4287456835256942,-1.0909735891092645,-0.9575619028458136,1.144815372501202,-0.1840996732764679,-0.19168158718176653,-0.07083602104969779,-0.0887626719040039,-0.09580890204887382,0.22363445805555465,-1.1696323973848977,-1.0244739400832559,-0.07655140398528004,-0.9835122487279535,0.011446122556426937,0.25490192039208615,0.7575910359799045,-0.525784768485148,-0.6074192738596743,0.14198957736397727,-0.176291272405751,0.09510748202162689,-0.13841764842968735,0.24114548551388928,0.2531682024327633,-0.23014348653795183,0.4653774468170545,1.4921372455889532,-0.4359707904334625
1030,1,2,-0.6975544646238475,-0.5482907478600085,-0.9094940720973552,0.25383450915202793,-0.4204755845670822,-0.15512629695903823,0.7651993976970604,0.18007276649058226,0.4235451720776644,0.06993296338735375,1.0222360567448943,0.23429061481801322,0.20903551508704335,-0.837542877626787,-0.15622931179227445,-0.07655140398528004,-0.3976946242944204,-0.0033454696350302964,-0.0010053885575357485,0.8608795951522125,-0.48824140172704067,-0.37535317576224037,0.15035335885431747,-0.48195890726448026,-0.029596922016841633,-0.198545228230189,0.2905851873519537,0.7052168471715183,-0.2213590653506283,-1.434710125124126,0.7516916087929009,0.40980166157170655
1030,1,2,0.28051598541699724,-1.066031309660943,-0.678026611295193,1.209446778900839,1.4233939279236223,0.8658441062134276,0.14400962074482881,-0.4068051268263178,-0.19168158718176653,-0.3978309454447049,-1.0784148607121857,-0.9333038613498799,-0.7273421154792493,-0.4005829832082206,-0.5867035392642737,-0.07655140398528004,-0.3524151300829023,0.052870420620610134,0.0703545036776975,1.4857613557790335,1.7959270133372782,-0.40917907021132677,1.1767508058676999,0.9797613964090413,-1.0514111748545387,0.8455403069137005,0.4556816999354924,-0.5086709672707139,-0.9317362816104213,0.24328123250774292,-0.03517646893688973,-0.30533293123131716
1030,1,2,-0.6975544646238475,-0.6244289589908427,-0.8369353551174121,1.243575788534725,0.9205204245170449,0.910155309349506,0.1670166495208374,-0.5468714498136448,-0.19168158718176653,-0.2453682140773791,1.49426637538516,0.4159179638752361,1.1168891095810434,-0.5404101494221619,-0.4407800723246129,-0.2992463973970038,-0.20648940566574042,-0.09736780518787877,0.12076210556835987,0.5872585438126209,0.5180344864405279,0.3778451251061674,0.3140639482471978,1.21563976741772,-0.7183762034675532,0.6420076625697297,0.3337400154848172,0.6236257845958768,-0.07894810763108195,-0.37908232746748316,-0.5298779426794182,-1.094206166045544
1030,1,1,-0.6975544646238475,0.13695387842876247,-0.7614837334287743,0.8340276729280917,0.2500224199751006,0.6666451066596686,-0.051550123851244085,-0.5748847144111102,-0.19168158718176653,-0.2818855807764723,-0.44775265492624383,0.39591501305800375,-0.41060973171589527,-0.1908422338873087,-0.1489331384452914,-0.2992463973970038,-0.0889944881239724,-0.09516211513957396,0.13727433924799143,-0.30222739958214817,0.43426124192374516,0.3673524831970214,0.03869179231802791,0.36358045394107735,-0.14530634138315873,0.19677829499497648,0.2792851624519223,-1.9610083058626178,-0.708878882656044,0.2216239271319625,0.2924545461913873,-0.4438359743108233
1030,1,1,1.9830832890314833,-0.6092013167646764,-0.8419205672511098,-0.18984261608849146,0.9121391994602285,-0.34606729956466403,0.31656233656489313,-0.490844920618714,-0.19168158718176653,-0.34828533718510174,1.9907843909821337,0.22306012372676665,0.7676667076852748,-0.278234212771022,-0.5867035392642737,-0.07655140398528004,-0.31856454729802064,-0.37503724392437654,-0.06643692033610828,1.1342248805412574,1.3100935649918959,-0.022126584520812828,0.9489562701138848,0.6948596346011336,-0.20091368338568483,0.9713535374876291,-0.19287094586684475,0.17014384166661875,0.2638154250766589,0.37234994727392967,-0.4184191760399734,0.1065481293833756
1030,1,1,-0.6975544646238475,0.07604294646846477,-0.9803243627321492,-0.019197567919060934,1.2557694267880166,0.728795885084542,0.7306888545330475,-0.4922455838485873,-0.19168158718176653,-0.13426399927309468,0.9608573788616679,0.7426241452275959,0.6521462158008573,-1.0997188142779268,-1.1703974070229166,-0.2992463973970038,-1.0271930193537844,-0.3586159752396802,0.016609354645629265,0.005746193629767047,-0.9079773631936339,-0.5082077357899577,-0.5282353578324178,-0.8237695124667843,1.0982624529259573,-0.9000230825555897,-0.8430282043982258,0.6943153254356068,0.699782605415282,0.331719133306364,1.188120006482332,0.5852680845900978
